customer_id,first_name,last_name,phone,email,address,city,state,zipcode,county,date_of_birth,is_active,loyalty_member,date_created
167,Daniel,Moore,229-555-8716,mooredaniel87@nachomail.net,57470 Dogwood St,Clayton,NC,27520,Johnston,1976-03-28,0,1,2024-01-24 21:49:19.871499
168,Sarah,Hill,440-555-8976,sarahh747@notinbox.net,23602 Chestnut St,Garner,NC,27529,Wake,2002-08-23,0,1,2022-07-15 21:49:19.871506
169,Florence,Martinez,244-555-4948,fmartinez535@nachomail.net,6776 Dogwood St,Raleigh,NC,27606,Wake,1984-05-20,1,0,2017-05-01 21:49:19.871512
170,Charles,Anderson,375-555-4239,charlesanderson921@notinbox.net,69738 Shady Ln,Raleigh,NC,27606,Wake,1987-09-04,0,1,2016-05-22 21:49:19.871519
171,Michael,Davis,352-555-4947,mdavis202@offlinemail.com,83725 Walnut Ave,Durham,NC,27704,Durham,1954-08-24,1,0,2018-03-15 21:49:19.871525
172,Matthew,Smith,301-555-8292,matthews704@nachomail.net,89681 Hummingbird Dr,Raleigh,NC,27604,Wake,2003-08-02,1,0,2022-03-12 21:49:19.871532
173,Christopher,Miller,437-555-7272,christopher832@fakemail.com,17244 Central Ave,Holly Springs,NC,27540,Wake,1955-04-28,1,1,2022-02-21 21:49:19.871539
174,Jason,Carter,496-555-8763,carter199@fakemail.com,28692 Hummingbird Dr,Morrisville,NC,27560,Wake,1999-06-28,1,0,2017-10-10 21:49:19.871546
175,Lisa,Hill,325-555-7062,lisa894@fakeinbox.net,35597 Chestnut St,Raleigh,NC,27612,Wake,1943-07-08,1,0,2019-10-23 21:49:19.871553
176,Robert,Jones,201-555-1599,jones780@offlinemail.com,28419 Lincoln Ave,Cary,NC,27511,Wake,1991-10-30,1,1,2021-09-29 21:49:19.871559
177,Barbara,Garcia,273-555-7659,barbaragarcia507@notinbox.net,39829 State St,Raleigh,NC,27615,Wake,1940-03-04,1,1,2021-01-04 21:49:19.871567
178,Daniel,Bell,324-555-3618,danielb103@notinbox.net,25298 Lakeview Dr,Raleigh,NC,27604,Wake,1984-03-02,0,1,2024-03-16 21:49:19.871574
179,Luna,Hernandez,387-555-9416,hernandezluna49@offlinemail.com,17399 Central Ave,Fuquay-Varina,NC,27526,Wake,1940-02-09,1,0,2022-11-05 21:49:19.871581
180,Matthew,Smith,419-555-9442,matthew589@offlinemail.com,28568 Lakeview Dr,Raleigh,NC,27606,Wake,1992-04-25,0,1,2018-02-16 21:49:19.871588
181,Thomas,Hill,273-555-1520,hill360@notinbox.net,4048 Dogwood St,Raleigh,NC,27614,Wake,1975-05-01,1,1,2022-04-09 21:49:19.871594
182,Lisa,Edwards,426-555-6493,ledwards964@nachomail.net,50480 Central Ave,Cary,NC,27511,Wake,1982-10-11,1,0,2016-07-19 21:49:19.871601
183,Jessica,Miller,237-555-4318,jmiller113@fakeinbox.net,87808 Park St,Broadway,NC,27505,Harnett,1963-03-21,1,1,2021-10-04 21:49:19.871614
184,Luna,Baker,225-555-4517,lunab387@fakemail.com,62348 Oak St,Holly Springs,NC,27540,Wake,1970-08-19,1,1,2017-12-30 21:49:19.871621
185,Luna,Cooper,498-555-3546,lunacooper817@fakemail.com,17116 Maple Ave,Broadway,NC,27505,Harnett,2001-06-16,1,0,2020-05-07 21:49:19.871628
186,Luna,White,229-555-5765,white729@fakeinbox.net,81429 Oak St,Raleigh,NC,27616,Wake,1991-06-25,1,1,2018-08-27 21:49:19.871635
187,Charles,Cooper,341-555-8376,cooper254@fakeinbox.net,82678 Elm St,Clayton,NC,27520,Johnston,1955-11-26,1,0,2020-10-12 21:49:19.871642
188,Matthew,Wilson,383-555-2483,wilson343@fakeinbox.net,64673 Dogwood St,Dunn,NC,28334,Harnett,1940-04-03,1,1,2020-11-15 21:49:19.871649
189,Florence,Hill,389-555-4111,hill993@fakemail.com,14818 Church St,Raleigh,NC,27607,Wake,1941-02-02,1,0,2023-09-23 21:49:19.871655
190,Charlotte,Martin,302-555-1430,martin393@fakemail.com,50776 Lakeview Dr,Raleigh,NC,27607,Wake,1998-11-15,1,0,2025-04-14 21:49:19.871662
191,Karen,Martin,475-555-5059,karen901@notinbox.net,68290 Cardinal Ave,Holly Springs,NC,27540,Wake,2003-11-02,1,1,2019-03-24 21:49:19.871669
192,Christopher,Cooper,352-555-5484,ccooper388@fakeinbox.net,2501 Central Ave,Lillington,NC,27546,Harnett,1955-06-06,0,1,2021-07-03 21:49:19.871675
193,Randy,Martin,210-555-7412,randymartin87@fakeinbox.net,47558 Laurel Rd,Apex,NC,27502,Wake,1963-12-18,1,1,2020-01-13 21:49:19.871682
194,Nancy,Jones,341-555-1957,jonesnancy249@fakeinbox.net,8153 State St,Morrisville,NC,27560,Wake,1976-03-23,1,1,2021-12-31 21:49:19.871690
195,John,Hill,206-555-7837,hilljohn528@fakemail.com,33078 Pine St,Raleigh,NC,27604,Wake,1961-08-17,1,1,2020-10-10 21:49:19.871696
196,Patricia,Miller,263-555-8113,millerpatricia184@nachomail.net,65361 Oak St,Raleigh,NC,27616,Wake,2001-05-05,1,1,2025-02-20 21:49:19.871703
197,Charlotte,Green,291-555-9244,charlotteg525@notinbox.net,8382 Church St,Raleigh,NC,27616,Wake,1963-08-13,1,1,2020-01-23 21:49:19.871710
198,Karen,Garcia,232-555-1296,kareng992@nachomail.net,64268 State St,Angier,NC,27501,Harnett,1980-03-28,1,0,2020-01-30 21:49:19.871717
199,Matthew,Green,408-555-1033,matthewg549@fakeinbox.net,65503 Spruce Ln,Raleigh,NC,27606,Wake,2001-07-06,1,1,2021-01-08 21:49:19.871723
200,Susan,Johnson,381-555-4092,susanj318@fakeinbox.net,94062 Oak St,Raleigh,NC,27612,Wake,1993-01-18,1,1,2019-08-08 21:49:19.871730
201,William,Moore,383-555-9251,moorewilliam935@nachomail.net,50996 Hummingbird Dr,Morrisville,NC,27560,Wake,1946-12-01,1,0,2021-12-14 21:49:19.871737
202,Barbara,Davis,296-555-8871,barbaradavis808@nachomail.net,19359 Lakeview Dr,Garner,NC,27529,Wake,1995-02-18,0,1,2020-11-28 21:49:19.871743
203,William,Lee,414-555-4140,lee130@offlinemail.com,82802 Elm St,Erwin,NC,28339,Harnett,1989-06-12,1,1,2023-10-17 21:49:19.871750
204,Andrew,Lee,338-555-9119,lee767@fakeinbox.net,24697 Pine St,Raleigh,NC,27616,Wake,1952-07-13,1,0,2024-03-16 21:49:19.871757
205,Thomas,Johnson,401-555-6980,tjohnson623@nachomail.net,46539 Magnolia Rd,Raleigh,NC,27616,Wake,1976-03-16,0,0,2024-12-24 21:49:19.871764
206,Matthew,Moore,407-555-3315,moorematthew48@offlinemail.com,7571 Laurel Rd,Fuquay-Varina,NC,27526,Wake,2004-08-11,1,1,2019-06-23 21:49:19.871771
207,Stephanie,Cooper,328-555-6321,scooper263@offlinemail.com,27087 Washington St,Raleigh,NC,27614,Wake,1959-06-20,1,1,2022-03-22 21:49:19.871779
208,Susan,Lopez,482-555-2494,slopez394@nachomail.net,71563 Church St,Apex,NC,27502,Wake,1961-05-14,1,1,2017-04-25 21:49:19.871785
209,Randy,Lopez,248-555-8164,randyl50@fakemail.com,83892 Maple Ave,Dunn,NC,28334,Harnett,1962-10-02,1,0,2021-07-23 21:49:19.871792
210,Jason,Davis,214-555-5127,davisjason840@fakemail.com,57649 Maple Ave,Raleigh,NC,27604,Wake,1957-05-04,1,1,2017-08-03 21:49:19.871799
211,Liam,Baker,446-555-5373,liamb429@nachomail.net,74598 Spruce Ln,Raleigh,NC,27612,Wake,1977-11-18,1,1,2019-11-25 21:49:19.871806
212,David,Kelly,225-555-8282,david161@notinbox.net,79154 Birch St,Raleigh,NC,27616,Wake,1945-02-18,0,1,2021-12-14 21:49:19.871812
213,John,Martinez,350-555-2818,john969@fakeinbox.net,48699 Lakeview Dr,Raleigh,NC,27614,Wake,1965-07-29,0,1,2022-06-05 21:49:19.871819
214,Charles,Martin,253-555-4196,charlesm237@fakemail.com,52100 Main St,Raleigh,NC,27616,Wake,1998-05-02,1,1,2018-01-11 21:49:19.871826
215,Joseph,Adams,430-555-2856,josepha713@nachomail.net,66335 Spruce Ln,Raleigh,NC,27612,Wake,1966-08-19,1,0,2018-07-23 21:49:19.871832
216,Michael,Miller,256-555-4808,michael675@offlinemail.com,79449 Lincoln Ave,Lillington,NC,27546,Harnett,1944-06-06,0,1,2023-05-10 21:49:19.871840
217,Jessica,Wilson,387-555-9445,jwilson429@nachomail.net,75362 Central Ave,Raleigh,NC,27601,Wake,1946-10-12,1,0,2023-02-16 21:49:19.871846
218,Liam,Carter,466-555-5632,carterliam995@notinbox.net,2865 Lincoln Ave,Raleigh,NC,27606,Wake,1965-12-15,1,0,2024-06-16 21:49:19.871853
219,Jessica,Thomas,405-555-6889,thomasjessica602@nachomail.net,46294 Cardinal Ave,Durham,NC,27704,Durham,1982-06-30,1,1,2017-11-25 21:49:19.871868
220,Karen,Lopez,359-555-6323,karen741@fakemail.com,77567 Church St,Broadway,NC,27505,Harnett,2001-09-03,1,1,2025-09-03 21:49:19.871876
221,Robert,James,305-555-5229,jamesrobert317@fakemail.com,57241 Lakeview Dr,Raleigh,NC,27614,Wake,1945-01-12,1,1,2017-05-28 21:49:19.871884
222,Joseph,Jones,362-555-1151,jones844@fakeinbox.net,84356 Central Ave,Cary,NC,27511,Wake,1956-03-15,1,1,2019-05-10 21:49:19.871892
223,Susan,Williams,381-555-3434,susan254@fakeinbox.net,57488 Park St,Raleigh,NC,27601,Wake,2004-06-28,0,1,2017-03-07 21:49:19.871898
224,Sarah,Adams,483-555-6860,sarah897@fakemail.com,12820 Oak St,Raleigh,NC,27612,Wake,1956-05-02,1,1,2017-09-16 21:49:19.871905
225,David,Baker,236-555-6979,davidb389@fakeinbox.net,49298 Dogwood St,Raleigh,NC,27616,Wake,1960-02-10,1,1,2025-03-15 21:49:19.871911
226,Richard,Anderson,287-555-7629,andersonrichard8@offlinemail.com,48093 Oak St,Fuquay-Varina,NC,27526,Wake,1977-10-27,1,0,2020-08-27 21:49:19.871918
227,Christopher,Adams,295-555-5560,christopheradams123@fakemail.com,37850 State St,Raleigh,NC,27604,Wake,1989-06-21,1,1,2020-08-21 21:49:19.871925
228,Jennifer,Cooper,409-555-8760,jenniferc318@fakemail.com,90016 Central Ave,Fuquay-Varina,NC,27526,Wake,1978-02-09,0,1,2017-06-29 21:49:19.871932
229,Liam,James,432-555-5302,liamjames296@fakemail.com,89535 Elm St,Holly Springs,NC,27540,Wake,1989-09-02,1,0,2018-06-22 21:49:19.871938
230,Jessica,Jones,370-555-4200,jessica407@offlinemail.com,20309 Shady Ln,Angier,NC,27501,Harnett,2007-03-23,1,1,2020-12-03 21:49:19.871945
231,Jessica,Moore,374-555-2957,moore300@offlinemail.com,1658 Chestnut St,Dunn,NC,28334,Harnett,1945-09-25,1,0,2026-01-20 21:49:19.871952
232,Nancy,Miller,249-555-3092,nmiller831@offlinemail.com,12915 Laurel Rd,Raleigh,NC,27615,Wake,1986-03-19,1,0,2016-05-25 21:49:19.871959
233,Liam,James,434-555-6526,james753@offlinemail.com,11598 Cedar Ln,Cary,NC,27513,Wake,1940-01-23,0,1,2024-01-02 21:49:19.871967
234,Elizabeth,Lopez,281-555-3901,elizabethlopez881@nachomail.net,97143 Park St,Raleigh,NC,27604,Wake,1982-08-18,1,0,2016-05-17 21:49:19.871974
235,Mary,Davis,385-555-2563,mdavis788@fakemail.com,75727 Central Ave,Cary,NC,27513,Wake,1949-10-29,1,1,2018-10-04 21:49:19.871981
236,Liam,Adams,412-555-2939,liamadams772@nachomail.net,94980 Hummingbird Dr,Angier,NC,27501,Harnett,1982-09-15,1,1,2021-07-06 21:49:19.871987
237,Michael,Hill,450-555-8320,michaelhill653@notinbox.net,9893 Circle Dr,Raleigh,NC,27604,Wake,1963-04-01,0,1,2023-06-23 21:49:19.871994
238,Richard,Davis,226-555-9684,davisrichard206@notinbox.net,89407 Shady Ln,Raleigh,NC,27604,Wake,2000-04-04,1,0,2021-09-01 21:49:19.872000
239,Thomas,Kelly,282-555-2503,kellythomas279@offlinemail.com,20391 Lincoln Ave,Holly Springs,NC,27540,Wake,1982-02-19,0,1,2018-10-13 21:49:19.872007
240,William,Martinez,342-555-7158,williamm9@fakemail.com,59000 Lincoln Ave,Raleigh,NC,27615,Wake,1941-12-13,1,0,2022-10-19 21:49:19.872013
241,Matthew,Clark,300-555-9823,matthew308@offlinemail.com,65232 Spruce Ln,Raleigh,NC,27615,Wake,1949-02-05,1,0,2021-04-14 21:49:19.872020
242,Joseph,James,292-555-5193,jjames803@fakeinbox.net,61185 Magnolia Rd,Erwin,NC,28339,Harnett,1979-02-17,1,1,2020-09-29 21:49:19.872026
243,Michael,Martin,384-555-9139,michaelm315@fakemail.com,11434 Pine St,Raleigh,NC,27601,Wake,1941-10-08,1,1,2020-04-23 21:49:19.872033
244,Richard,Williams,328-555-9467,williamsrichard856@notinbox.net,54982 Magnolia Rd,Sanford,NC,27330,Lee,1943-09-30,1,0,2023-07-29 21:49:19.872040
245,Joseph,Baker,203-555-1848,joseph786@offlinemail.com,99733 Elm St,Raleigh,NC,27601,Wake,1956-03-09,0,1,2018-11-29 21:49:19.872047
246,Matthew,Garcia,407-555-9202,matthew105@fakemail.com,79960 Pine St,Raleigh,NC,27616,Wake,1943-09-08,1,1,2021-11-24 21:49:19.872054
247,Nancy,Garcia,370-555-2999,nancygarcia339@fakemail.com,91033 Circle Dr,Broadway,NC,27505,Harnett,1954-09-24,1,1,2023-08-08 21:49:19.872061
248,Lisa,James,365-555-5827,lisajames631@offlinemail.com,71353 Central Ave,Broadway,NC,27505,Harnett,2004-12-20,1,1,2023-08-10 21:49:19.872068
249,Jessica,Garcia,307-555-3945,garciajessica188@notinbox.net,11870 Hummingbird Dr,Raleigh,NC,27604,Wake,1969-06-18,1,0,2016-09-29 21:49:19.872074
250,Nancy,Kelly,461-555-2365,nancy956@fakeinbox.net,61228 Central Ave,Sanford,NC,27330,Lee,1982-05-10,1,0,2022-10-03 21:49:19.872081
251,John,Wilson,264-555-3865,wilson493@fakemail.com,36172 Cedar Ln,Fuquay-Varina,NC,27526,Wake,1942-12-22,0,1,2021-10-31 21:49:19.872089
252,Susan,Williams,342-555-8214,susanwilliams253@notinbox.net,85702 Hummingbird Dr,Erwin,NC,28339,Harnett,1999-12-23,0,1,2025-10-31 21:49:19.872096
253,Patricia,Rodriguez,233-555-2243,rodriguezpatricia343@notinbox.net,17475 Washington St,Durham,NC,27704,Durham,1940-04-16,1,0,2019-12-23 21:49:19.872103
254,Liam,Taylor,343-555-7223,liam112@fakemail.com,56791 Cardinal Ave,Raleigh,NC,27607,Wake,1940-01-12,1,1,2018-02-17 21:49:19.872110
255,Sarah,Adams,452-555-9189,sarah255@fakeinbox.net,1324 Birch St,Erwin,NC,28339,Harnett,2004-09-29,1,1,2019-07-27 21:49:19.872117
256,Liam,Anderson,460-555-8508,landerson153@fakeinbox.net,71198 Hummingbird Dr,Durham,NC,27701,Durham,1986-06-26,1,1,2022-03-10 21:49:19.872124
257,Robert,Davis,386-555-4917,robert197@nachomail.net,83220 Jefferson St,Fuquay-Varina,NC,27526,Wake,1955-05-25,0,0,2019-06-25 21:49:19.872131
258,Nancy,Hernandez,446-555-5285,hernandeznancy104@fakemail.com,23955 Maple Ave,Raleigh,NC,27607,Wake,1964-11-01,0,1,2017-11-18 21:49:19.872138
259,Matthew,Johnson,449-555-8467,matthewjohnson259@notinbox.net,93585 Oak St,Raleigh,NC,27601,Wake,1983-07-19,1,1,2017-12-23 21:49:19.872146
260,Randy,Clark,266-555-6463,rclark367@fakeinbox.net,75259 State St,Clayton,NC,27520,Johnston,1966-07-23,1,1,2024-07-06 21:49:19.872153
261,Sarah,Baker,466-555-7224,sarah21@notinbox.net,79780 Circle Dr,Dunn,NC,28334,Harnett,1984-04-26,0,1,2021-09-27 21:49:19.872160
262,Karen,James,346-555-9467,karen753@notinbox.net,17669 Jefferson St,Angier,NC,27501,Harnett,1957-08-27,0,0,2023-09-14 21:49:19.872166
263,Christopher,Lee,465-555-4551,christopher560@fakemail.com,19828 Pine St,Apex,NC,27502,Wake,1945-01-25,0,1,2023-11-02 21:49:19.872174
264,Michael,Johnson,403-555-8718,mjohnson793@nachomail.net,35738 Dogwood St,Apex,NC,27502,Wake,1997-04-12,1,1,2016-12-03 21:49:19.872180
265,Jennifer,Hill,243-555-3198,jennifer485@offlinemail.com,80034 State St,Broadway,NC,27505,Harnett,1989-08-08,1,0,2020-04-10 21:49:19.872187
266,Robert,Rodriguez,479-555-3057,rrodriguez106@offlinemail.com,30272 Birch St,Durham,NC,27701,Durham,1998-12-14,1,0,2024-06-05 21:49:19.872194
267,Patricia,Baker,220-555-9558,patriciabaker461@notinbox.net,6938 Pine St,Erwin,NC,28339,Harnett,1954-11-29,1,1,2022-09-04 21:49:19.872200
268,Nancy,Williams,296-555-2212,nancywilliams828@offlinemail.com,59938 Cardinal Ave,Holly Springs,NC,27540,Wake,1940-05-25,1,0,2017-07-12 21:49:19.872207
269,Stephanie,Rodriguez,485-555-1944,srodriguez289@notinbox.net,20868 Magnolia Rd,Erwin,NC,28339,Harnett,1985-12-23,0,1,2021-08-26 21:49:19.872214
270,Christopher,Brown,344-555-8486,christopherbrown355@fakeinbox.net,26846 State St,Raleigh,NC,27615,Wake,1953-08-30,0,1,2016-07-08 21:49:19.872221
271,Daniel,Johnson,339-555-3760,djohnson970@offlinemail.com,12200 Magnolia Rd,Dunn,NC,28334,Harnett,1948-01-24,1,0,2021-09-05 21:49:19.872228
272,Barbara,Lee,240-555-2245,barbaralee625@fakemail.com,76094 Magnolia Rd,Holly Springs,NC,27540,Wake,1946-02-04,0,1,2020-11-16 21:49:19.872235
273,Luna,Adams,438-555-2475,lunaadams7@nachomail.net,12133 Cardinal Ave,Raleigh,NC,27601,Wake,1959-08-11,1,1,2024-09-05 21:49:19.872242
274,Florence,Kelly,421-555-1587,florencekelly907@notinbox.net,865 Dogwood St,Broadway,NC,27505,Harnett,1949-08-14,1,0,2018-09-30 21:49:19.872248
275,John,Garcia,447-555-8681,johngarcia106@notinbox.net,6233 Oak St,Garner,NC,27529,Wake,1980-01-25,0,1,2022-08-31 21:49:19.872255
276,Richard,Martin,447-555-8054,martin262@nachomail.net,71784 Central Ave,Cary,NC,27511,Wake,1942-03-09,0,1,2017-09-09 21:49:19.872262
277,Jessica,Martin,495-555-4260,jessica39@fakemail.com,65348 Lincoln Ave,Erwin,NC,28339,Harnett,1957-05-03,1,1,2022-01-04 21:49:19.872269
278,Mary,Hernandez,370-555-7008,hernandez847@notinbox.net,3851 Cedar Ln,Raleigh,NC,27615,Wake,2000-03-04,0,0,2019-01-30 21:49:19.872275
279,Jason,Williams,400-555-6204,jason324@nachomail.net,87905 Circle Dr,Cary,NC,27513,Wake,1965-07-30,1,1,2019-03-19 21:49:19.872282
280,John,James,348-555-5066,johnj820@offlinemail.com,93260 Pine St,Clayton,NC,27520,Johnston,1941-10-19,1,0,2023-09-07 21:49:19.872288
281,Mary,Bell,318-555-3652,bellmary86@notinbox.net,51133 Main St,Dunn,NC,28334,Harnett,1997-10-11,1,0,2017-08-03 21:49:19.872295
282,Luna,Rodriguez,238-555-6984,lunar49@fakemail.com,32394 Laurel Rd,Raleigh,NC,27615,Wake,1988-03-13,1,1,2017-05-23 21:49:19.872302
283,Sarah,Smith,267-555-2344,sarahsmith600@fakemail.com,97573 Central Ave,Erwin,NC,28339,Harnett,1977-03-31,1,1,2017-06-03 21:49:19.872309
284,Nancy,Lopez,355-555-7922,lopez413@fakemail.com,12092 Pine St,Raleigh,NC,27616,Wake,1977-06-23,0,1,2021-03-18 21:49:19.872315
285,Charles,Hernandez,350-555-3368,charles552@fakeinbox.net,62116 Cedar Ln,Fuquay-Varina,NC,27526,Wake,1957-03-08,1,1,2022-03-11 21:49:19.872323
286,Joseph,Baker,278-555-8503,josephb204@offlinemail.com,42905 Cedar Ln,Lillington,NC,27546,Harnett,1951-06-21,1,1,2017-03-07 21:49:19.872330
287,Liam,Taylor,352-555-4885,liamtaylor405@fakeinbox.net,26054 Elm St,Cary,NC,27511,Wake,1967-01-29,1,0,2019-05-26 21:49:19.872336
288,William,Wilson,240-555-4490,williamwilson814@fakeinbox.net,66154 Shady Ln,Garner,NC,27529,Wake,1971-01-19,1,1,2022-01-20 21:49:19.872342
289,William,James,289-555-7497,wjames970@fakemail.com,7186 Elm St,Cary,NC,27513,Wake,1991-07-06,1,1,2019-06-18 21:49:19.872349
290,Charles,Lopez,418-555-6044,lopez778@offlinemail.com,90574 Church St,Lillington,NC,27546,Harnett,1941-05-28,1,1,2021-10-13 21:49:19.872356
291,Barbara,Carter,489-555-2534,bcarter865@fakemail.com,1980 Cedar Ln,Apex,NC,27502,Wake,1982-04-05,1,0,2025-02-04 21:49:19.872362
292,Richard,Anderson,295-555-9732,richarda117@fakemail.com,3778 Park St,Raleigh,NC,27616,Wake,1983-03-17,1,1,2018-04-22 21:49:19.872370
293,Daniel,Bell,480-555-2534,danielbell886@offlinemail.com,15255 Spruce Ln,Cary,NC,27513,Wake,1946-07-17,1,1,2022-04-06 21:49:19.872377
294,Andrew,Edwards,239-555-3720,andrewe301@offlinemail.com,81119 Main St,Raleigh,NC,27614,Wake,1948-02-16,0,1,2020-02-02 21:49:19.872385
295,Patricia,Anderson,383-555-4532,patricia65@offlinemail.com,53399 Birch St,Erwin,NC,28339,Harnett,1940-10-31,0,0,2018-07-21 21:49:19.872394
296,Michael,Hill,294-555-5081,hillmichael436@fakemail.com,80367 Laurel Rd,Clayton,NC,27520,Johnston,1957-10-05,0,1,2024-12-20 21:49:19.872401
297,Karen,Lee,457-555-9600,leekaren265@offlinemail.com,76967 Walnut Ave,Cary,NC,27513,Wake,1964-05-25,1,0,2020-12-25 21:49:19.872408
298,Elizabeth,Williams,364-555-5360,elizabeth960@notinbox.net,61599 Hummingbird Dr,Raleigh,NC,27615,Wake,1975-09-25,1,1,2024-12-12 21:49:19.872414
299,Lisa,Carter,359-555-4097,lisac384@fakeinbox.net,72895 Pine St,Garner,NC,27529,Wake,1987-04-12,0,1,2019-05-22 21:49:19.872421
300,John,White,270-555-6039,john736@nachomail.net,38731 Laurel Rd,Raleigh,NC,27614,Wake,1946-06-23,1,1,2020-10-27 21:49:19.872429
