customer_key,customer_id,first_name,last_name,gender,phone_number,email_address,street_address,city,state,zipcode,county,birthdate,age,is_active,loyalty_member,date_created,date_inactive
159,159,Jennifer,Jones,Female,394-555-4030,jennifer947@fakemail.com,"7173 Maple Ave",Cary,NC,27513,Wake,1950-09-29,75,1,1,2022-11-28,NULL
160,160,Charlotte,Carter,Female,483-555-8687,charlotte874@notinbox.net,"66109 Cedar Ln",Broadway,NC,27505,Harnett,1962-10-24,63,0,0,2023-06-12,2025-08-30
161,161,Charles,Brown,Male,342-555-1396,brown176@fakeinbox.net,"27619 Main St",Erwin,NC,28339,Harnett,1974-12-03,51,1,1,2020-01-10,NULL
162,162,David,Green,Male,209-555-3677,davidg268@offlinemail.com,"19738 Central Ave",Fuquay-Varina,NC,27526,Wake,1947-10-25,78,1,0,2020-11-02,NULL
163,163,Liam,Davis,Male,316-555-4940,davisliam765@fakemail.com,"38087 Chestnut St",Broadway,NC,27505,Harnett,1951-07-29,74,1,1,2025-02-10,NULL
164,164,Christopher,Smith,Male,341-555-1138,christophers641@fakemail.com,"82379 Lincoln Ave",Erwin,NC,28339,Harnett,1984-01-20,42,1,1,2022-03-22,NULL
165,165,Thomas,Smith,Male,453-555-2214,thomas227@fakemail.com,"53536 Pine St","Holly Springs",NC,27540,Wake,1946-04-13,80,1,1,2024-01-17,NULL
166,166,Matthew,Brown,Male,204-555-4982,matthewbrown741@offlinemail.com,"62316 Elm St",Raleigh,NC,27607,Wake,1955-06-16,70,1,1,2020-01-07,NULL
167,167,Andrew,Hernandez,Male,413-555-2787,andrewhernandez598@fakemail.com,"15178 Cardinal Ave",Broadway,NC,27505,Harnett,1952-03-03,74,1,1,2023-06-26,NULL
168,168,Richard,White,Male,453-555-6593,richardw635@notinbox.net,"70039 Laurel Rd",Lillington,NC,27546,Harnett,1965-05-03,61,1,1,2023-10-29,NULL
169,169,Jessica,Adams,Female,426-555-5580,jessicaa672@fakeinbox.net,"9725 Park St",Durham,NC,27704,Durham,1956-10-31,69,1,0,2022-05-25,NULL
170,170,Stephanie,Anderson,Female,319-555-8305,anderson635@offlinemail.com,"9587 Main St",Broadway,NC,27505,Harnett,1967-05-05,59,1,1,2021-07-02,NULL
171,171,John,Brown,Male,252-555-7160,jbrown467@notinbox.net,"81162 Park St",Fuquay-Varina,NC,27526,Wake,1971-12-05,54,1,1,2021-04-26,NULL
172,172,Jennifer,Bell,Female,219-555-8255,jenniferb294@offlinemail.com,"22804 Maple Ave",Garner,NC,27529,Wake,1993-10-15,32,0,1,2023-05-09,2025-10-11
173,173,Charlotte,James,Female,428-555-3403,jamescharlotte103@nachomail.net,"47003 Maple Ave",Raleigh,NC,27604,Wake,1961-06-21,64,1,1,2025-03-07,NULL
174,174,Thomas,Jones,Male,233-555-2723,thomasj403@offlinemail.com,"20868 Lincoln Ave",Broadway,NC,27505,Harnett,1964-06-01,62,1,1,2023-02-11,NULL
175,175,Michael,Brown,Male,474-555-7553,brown319@notinbox.net,"85144 Elm St",Angier,NC,27501,Harnett,1958-12-02,67,1,0,2021-01-07,NULL
176,176,Charlotte,Edwards,Female,375-555-8184,charlotteedwards666@nachomail.net,"43996 Walnut Ave",Apex,NC,27502,Wake,1992-12-07,33,1,0,2024-01-11,NULL
177,177,Jason,Baker,Male,339-555-9797,baker54@offlinemail.com,"21642 Cardinal Ave",Raleigh,NC,27612,Wake,1982-08-30,43,1,1,2023-07-17,NULL
178,178,Florence,James,Female,408-555-3103,jamesflorence833@fakeinbox.net,"90884 Lakeview Dr","Holly Springs",NC,27540,Wake,1987-06-24,38,1,0,2019-05-06,NULL
179,179,Robert,White,Male,223-555-8272,white661@offlinemail.com,"98714 Main St",Lillington,NC,27546,Harnett,1950-10-04,75,1,1,2021-08-20,NULL
180,180,Charlotte,Carter,Female,334-555-1207,charlottec588@nachomail.net,"5546 Church St","Holly Springs",NC,27540,Wake,1966-03-27,60,1,1,2023-11-13,NULL
181,181,Florence,Allen,Female,293-555-8947,florence58@notinbox.net,"15647 Pine St",Morrisville,NC,27560,Wake,1943-05-31,83,1,1,2020-11-19,NULL
182,182,Daniel,Kelly,Male,432-555-6117,kellydaniel154@nachomail.net,"29492 Jefferson St",Cary,NC,27513,Wake,1954-04-14,72,1,1,2021-02-04,NULL
183,183,Joseph,Anderson,Male,203-555-1998,janderson582@nachomail.net,"52429 Lincoln Ave",Raleigh,NC,27616,Wake,1996-02-21,30,0,1,2020-02-24,2025-01-06
184,184,Liam,White,Male,303-555-2703,liamw186@notinbox.net,"74339 Hummingbird Dr",Raleigh,NC,27614,Wake,1962-12-22,63,0,1,2026-03-26,2026-04-05
185,185,Liam,Adams,Male,337-555-8742,liam794@nachomail.net,"70041 Chestnut St",Morrisville,NC,27560,Wake,1974-07-12,51,1,0,2020-11-18,NULL
186,186,Nancy,Jones,Female,428-555-7278,nancyjones523@fakeinbox.net,"19279 State St",Clayton,NC,27520,Johnston,1977-12-12,48,1,1,2025-11-15,NULL
187,187,Joseph,Green,Male,228-555-5109,josephg905@fakemail.com,"11247 Church St",Morrisville,NC,27560,Wake,1982-02-06,44,0,0,2022-08-17,2022-10-20
188,188,Randy,Hernandez,Male,394-555-7370,rhernandez920@fakeinbox.net,"62025 Park St",Garner,NC,27529,Wake,1950-03-31,76,1,1,2025-08-19,NULL
189,189,Richard,Lee,Male,386-555-6709,lee664@offlinemail.com,"95657 Laurel Rd",Durham,NC,27701,Durham,1994-08-15,31,1,0,2024-03-01,NULL
190,190,Joseph,Williams,Male,250-555-8886,williams102@fakeinbox.net,"27407 Laurel Rd",Erwin,NC,28339,Harnett,1992-09-03,33,1,0,2024-12-06,NULL
191,191,William,Smith,Male,379-555-8570,smith582@notinbox.net,"23518 Cedar Ln",Erwin,NC,28339,Harnett,1987-06-03,39,1,1,2025-11-18,NULL
192,192,Susan,Taylor,Female,253-555-9836,staylor221@fakeinbox.net,"60712 Central Ave",Angier,NC,27501,Harnett,1972-03-20,54,1,0,2021-01-27,NULL
193,193,James,Bell,Male,349-555-3672,jamesb756@offlinemail.com,"15178 Hummingbird Dr",Morrisville,NC,27560,Wake,1962-11-07,63,1,1,2023-04-09,NULL
194,194,Luna,Martinez,Female,292-555-1727,luna628@nachomail.net,"24065 Birch St",Raleigh,NC,27616,Wake,1987-12-07,38,1,1,2019-07-28,NULL
195,195,Joseph,Baker,Male,370-555-1399,bakerjoseph929@offlinemail.com,"68684 Lincoln Ave",Sanford,NC,27330,Lee,1994-11-19,31,1,0,2023-08-05,NULL
196,196,Luna,Hernandez,Female,287-555-2407,lunahernandez374@notinbox.net,"94644 Shady Ln",Clayton,NC,27520,Johnston,1987-02-08,39,1,1,2025-09-12,NULL
197,197,Jennifer,Johnson,Female,435-555-1896,johnson669@notinbox.net,"21849 Walnut Ave",Sanford,NC,27330,Lee,1984-07-29,41,1,0,2024-03-01,NULL
198,198,Florence,Brown,Female,200-555-1662,florence458@nachomail.net,"50733 Circle Dr",Angier,NC,27501,Harnett,2003-08-03,22,1,0,2024-09-22,NULL
199,199,Elizabeth,Davis,Female,298-555-3959,davis279@fakeinbox.net,"69039 Laurel Rd",Durham,NC,27704,Durham,1940-09-24,85,0,1,2022-09-15,2025-07-05
200,200,Luna,Baker,Female,474-555-4134,lunab984@nachomail.net,"10139 Magnolia Rd",Angier,NC,27501,Harnett,1962-10-14,63,1,0,2023-11-18,NULL
201,201,Robert,Martin,Male,482-555-3303,robert717@offlinemail.com,"3735 Park St",Sanford,NC,27330,Lee,2004-12-04,21,1,0,2025-10-20,NULL
202,202,Randy,Jones,Male,411-555-2913,rjones3@fakemail.com,"62000 Church St",Cary,NC,27511,Wake,1954-05-10,72,1,1,2023-10-27,NULL
203,203,Luna,Williams,Female,412-555-4434,williamsluna140@notinbox.net,"18488 Dogwood St",Durham,NC,27701,Durham,2004-04-29,22,1,0,2022-09-10,NULL
204,204,Luna,Rodriguez,Female,401-555-9931,lunar479@nachomail.net,"91388 Laurel Rd",Apex,NC,27502,Wake,2005-01-19,21,1,1,2022-12-31,NULL
205,205,Jessica,Taylor,Female,217-555-7244,taylorjessica409@nachomail.net,"81031 Circle Dr",Raleigh,NC,27606,Wake,2003-02-28,23,0,1,2019-05-18,2024-09-09
206,206,Stephanie,Rodriguez,Female,394-555-6845,stephanierodriguez856@nachomail.net,"89580 Maple Ave",Raleigh,NC,27614,Wake,1971-12-30,54,1,0,2022-06-27,NULL
207,207,Patricia,Bell,Female,403-555-2374,patriciab780@notinbox.net,"28978 Park St",Cary,NC,27513,Wake,1949-08-22,76,1,1,2024-03-25,NULL
208,208,Luna,Thomas,Female,465-555-2305,lunathomas854@fakeinbox.net,"12917 Park St",Apex,NC,27502,Wake,1940-09-09,85,1,0,2020-02-21,NULL
209,209,William,Hill,Male,357-555-8538,williamhill359@offlinemail.com,"52791 Elm St",Garner,NC,27529,Wake,1987-10-15,38,1,0,2023-07-23,NULL
210,210,Florence,Cooper,Female,305-555-8276,florencecooper320@nachomail.net,"59909 State St",Raleigh,NC,27615,Wake,1964-05-19,62,1,0,2023-10-27,NULL
211,211,Nancy,Hill,Female,481-555-8537,nancy285@fakemail.com,"4769 Park St",Durham,NC,27701,Durham,1946-08-23,79,0,0,2024-04-19,2025-04-15
212,212,Thomas,Wilson,Male,366-555-8776,thomasw875@nachomail.net,"60050 Chestnut St",Durham,NC,27704,Durham,1953-09-20,72,0,1,2022-07-22,2023-03-20
213,213,Charles,Kelly,Male,298-555-6818,charlesk775@nachomail.net,"67583 Birch St",Erwin,NC,28339,Harnett,1945-09-13,80,1,1,2023-03-23,NULL
214,214,Michael,Moore,Male,463-555-5252,michael227@fakeinbox.net,"89546 Spruce Ln",Fuquay-Varina,NC,27526,Wake,1962-08-15,63,1,1,2021-09-26,NULL
215,215,James,Edwards,Male,314-555-5821,jamese444@fakemail.com,"66367 Pine St",Lillington,NC,27546,Harnett,1989-12-09,36,1,0,2020-01-01,NULL
216,216,Andrew,Davis,Male,377-555-7782,andrewdavis648@fakemail.com,"55408 Central Ave",Raleigh,NC,27614,Wake,1950-06-29,75,1,1,2023-01-25,NULL
217,217,Sarah,Bell,Female,278-555-2274,sbell527@nachomail.net,"92302 Birch St",Apex,NC,27502,Wake,1973-02-19,53,1,1,2021-10-16,NULL
218,218,Sarah,Green,Female,200-555-3190,sarah49@notinbox.net,"48239 Circle Dr",Durham,NC,27701,Durham,1954-06-27,71,1,0,2020-10-02,NULL
219,219,Susan,Cooper,Female,284-555-8895,susanc441@nachomail.net,"26178 Circle Dr",Fuquay-Varina,NC,27526,Wake,2001-01-24,25,0,0,2020-11-13,2022-12-28
220,220,Charlotte,Clark,Female,360-555-7510,cclark292@notinbox.net,"78490 Walnut Ave",Raleigh,NC,27607,Wake,1979-06-09,47,1,1,2022-12-14,NULL
221,221,Christopher,Martin,Male,277-555-6058,christopher190@fakemail.com,"79570 Pine St",Broadway,NC,27505,Harnett,1972-04-21,54,1,1,2023-01-19,NULL
222,222,Matthew,Wilson,Male,473-555-6437,matthewwilson168@nachomail.net,"3807 Cardinal Ave",Durham,NC,27701,Durham,1967-03-18,59,1,1,2020-02-13,NULL
223,223,Stephanie,Lee,Female,351-555-2546,stephanielee312@notinbox.net,"81128 Laurel Rd",Raleigh,NC,27614,Wake,1976-03-07,50,1,1,2019-09-16,NULL
224,224,Patricia,Miller,Female,270-555-8247,miller956@nachomail.net,"49592 Jefferson St","Holly Springs",NC,27540,Wake,2005-11-11,20,1,0,2019-03-09,NULL
225,225,Susan,Hernandez,Female,484-555-7760,susanhernandez250@offlinemail.com,"57303 Elm St",Dunn,NC,28334,Harnett,1955-02-13,71,1,1,2025-01-25,NULL
226,226,Daniel,Johnson,Male,234-555-2815,danieljohnson789@notinbox.net,"9201 Pine St",Lillington,NC,27546,Harnett,1980-10-09,45,1,1,2019-09-11,NULL
227,227,Stephanie,Bell,Female,360-555-7584,stephanie363@offlinemail.com,"64780 Spruce Ln",Raleigh,NC,27606,Wake,1995-07-16,30,1,1,2026-01-30,NULL
228,228,Thomas,Moore,Male,347-555-7829,thomas660@fakeinbox.net,"72552 Cardinal Ave",Raleigh,NC,27606,Wake,1981-11-16,44,1,0,2023-03-29,NULL
229,229,Robert,Lee,Male,419-555-5313,leerobert689@fakeinbox.net,"270 State St",Sanford,NC,27330,Lee,1941-04-27,85,1,1,2026-03-22,NULL
230,230,Liam,Anderson,Male,491-555-6077,liam228@offlinemail.com,"10841 Elm St",Dunn,NC,28334,Harnett,2003-05-07,23,1,1,2020-07-28,NULL
231,231,Matthew,Taylor,Male,490-555-1637,matthewtaylor783@offlinemail.com,"50527 Birch St",Raleigh,NC,27614,Wake,1954-04-18,72,1,1,2019-09-25,NULL
232,232,Thomas,White,Male,370-555-3374,thomas809@offlinemail.com,"14773 Lakeview Dr",Clayton,NC,27520,Johnston,1991-03-05,35,1,0,2025-03-20,NULL
233,233,Sarah,Cooper,Female,289-555-5825,scooper162@fakeinbox.net,"64774 Walnut Ave",Raleigh,NC,27607,Wake,1947-02-11,79,0,0,2024-12-13,2025-07-11
234,234,Nancy,Miller,Female,366-555-2353,nmiller391@offlinemail.com,"34435 Circle Dr",Raleigh,NC,27612,Wake,1960-02-21,66,1,0,2021-02-26,NULL
235,235,Jennifer,Wilson,Female,405-555-4137,wilsonjennifer533@fakeinbox.net,"89461 Magnolia Rd",Durham,NC,27701,Durham,1993-05-29,33,1,1,2023-02-08,NULL
236,236,John,Smith,Male,339-555-8981,smithjohn453@fakeinbox.net,"45186 Chestnut St",Erwin,NC,28339,Harnett,1940-05-29,86,0,1,2021-04-30,2026-02-16
237,237,William,Johnson,Male,296-555-5850,johnsonwilliam665@fakeinbox.net,"78804 Lincoln Ave",Raleigh,NC,27614,Wake,1950-03-19,76,1,1,2026-01-19,NULL
238,238,Nancy,Brown,Female,339-555-5668,nancybrown428@fakemail.com,"24145 State St",Fuquay-Varina,NC,27526,Wake,1967-12-14,58,1,1,2019-05-13,NULL
239,239,William,Martinez,Male,403-555-8714,martinezwilliam428@nachomail.net,"3408 Jefferson St",Raleigh,NC,27616,Wake,1975-12-21,50,1,1,2021-06-21,NULL
240,240,Barbara,Hill,Female,213-555-9214,barbarah195@notinbox.net,"31921 Central Ave",Raleigh,NC,27607,Wake,1956-06-28,69,1,1,2022-12-29,NULL
241,241,Thomas,Taylor,Male,319-555-1588,ttaylor55@offlinemail.com,"30023 Birch St",Cary,NC,27511,Wake,1989-03-20,37,1,1,2024-04-12,NULL
242,242,Susan,Wilson,Female,379-555-2181,wilson23@notinbox.net,"5822 Lincoln Ave",Raleigh,NC,27614,Wake,1958-03-18,68,0,1,2020-01-23,2023-07-04
243,243,Stephanie,Hernandez,Female,398-555-8114,stephanieh328@fakemail.com,"50234 Central Ave",Clayton,NC,27520,Johnston,1953-06-21,72,1,0,2024-04-24,NULL
244,244,Patricia,Taylor,Female,471-555-5979,patriciat349@fakeinbox.net,"95454 Circle Dr",Durham,NC,27704,Durham,1963-01-07,63,1,1,2024-02-24,NULL
245,245,Jennifer,Garcia,Female,317-555-1365,jennifergarcia807@offlinemail.com,"24686 Lincoln Ave",Sanford,NC,27330,Lee,1986-06-27,39,0,1,2024-07-31,2026-01-19
246,246,Elizabeth,Hernandez,Female,417-555-3444,elizabethhernandez826@notinbox.net,"94201 Jefferson St",Raleigh,NC,27606,Wake,1966-09-29,59,0,1,2021-11-30,2024-10-02
247,247,Randy,Hernandez,Male,430-555-3917,randy132@offlinemail.com,"33333 Lincoln Ave",Morrisville,NC,27560,Wake,1956-09-11,69,1,1,2019-02-10,NULL
248,248,Patricia,Cooper,Female,300-555-8177,patriciacooper89@nachomail.net,"77557 Chestnut St",Sanford,NC,27330,Lee,1984-07-15,41,1,1,2020-10-05,NULL
249,249,John,Green,Male,358-555-5121,greenjohn591@nachomail.net,"27727 Cedar Ln",Angier,NC,27501,Harnett,1979-07-10,46,0,1,2024-02-05,2025-07-18
250,250,Elizabeth,Martinez,Female,389-555-7636,martinez280@fakeinbox.net,"64937 Cardinal Ave",Cary,NC,27513,Wake,1980-07-21,45,0,0,2021-03-11,2022-12-30
251,251,Matthew,Hill,Male,466-555-9515,hill106@fakeinbox.net,"96588 Washington St",Durham,NC,27701,Durham,1984-05-11,42,1,1,2026-02-24,NULL
252,252,Andrew,Williams,Male,251-555-2079,awilliams327@fakeinbox.net,"46827 Walnut Ave",Angier,NC,27501,Harnett,1983-10-16,42,1,1,2023-07-29,NULL
253,253,Jason,Hill,Male,332-555-3526,jasonh536@fakeinbox.net,"98960 Pine St",Garner,NC,27529,Wake,1977-05-09,49,0,1,2021-12-07,2025-05-16
254,254,Robert,White,Male,258-555-7531,robert342@notinbox.net,"35832 State St",Morrisville,NC,27560,Wake,1960-03-17,66,1,0,2019-09-01,NULL
255,255,Jessica,Rodriguez,Female,269-555-7569,jessicarodriguez61@nachomail.net,"39103 Main St",Raleigh,NC,27612,Wake,1963-08-22,62,0,1,2019-10-29,2025-07-20
256,256,Robert,Baker,Male,457-555-5128,robertb589@nachomail.net,"21646 Dogwood St",Raleigh,NC,27606,Wake,1972-05-11,54,1,0,2019-07-25,NULL
257,257,Richard,Clark,Male,322-555-8802,richard120@fakeinbox.net,"83594 Church St",Raleigh,NC,27614,Wake,2000-11-05,25,1,0,2024-08-17,NULL
258,258,Luna,Williams,Female,343-555-9864,williams465@fakemail.com,"21441 Washington St",Raleigh,NC,27606,Wake,2005-03-03,21,1,1,2023-08-21,NULL
259,259,Randy,Allen,Male,281-555-9928,rallen233@nachomail.net,"26855 Maple Ave",Erwin,NC,28339,Harnett,1996-10-01,29,1,1,2025-04-19,NULL
260,260,Charlotte,Lee,Female,499-555-5413,lee145@fakemail.com,"22018 Church St",Raleigh,NC,27614,Wake,1957-08-11,68,0,1,2021-08-03,2021-11-17
261,261,Liam,Baker,Male,475-555-2020,bakerliam221@offlinemail.com,"95746 Cedar Ln",Raleigh,NC,27601,Wake,1983-08-14,42,1,1,2022-07-11,NULL
262,262,Thomas,Thomas,Male,290-555-8247,thomasthomas952@nachomail.net,"47473 Pine St",Erwin,NC,28339,Harnett,2002-02-03,24,0,1,2022-03-12,2024-11-05
263,263,Robert,Johnson,Male,309-555-9896,johnson768@notinbox.net,"99999 Chestnut St",Garner,NC,27529,Wake,1976-11-28,49,0,1,2019-12-07,2020-04-16
264,264,Liam,Kelly,Male,329-555-9388,kellyliam379@offlinemail.com,"40879 Lakeview Dr",Garner,NC,27529,Wake,1998-02-03,28,1,0,2023-01-11,NULL
265,265,Jessica,Davis,Female,431-555-3519,davis25@fakeinbox.net,"2197 Park St",Lillington,NC,27546,Harnett,1972-11-05,53,1,1,2022-10-25,NULL
266,266,Thomas,Moore,Male,228-555-5727,thomas261@fakemail.com,"30789 Walnut Ave",Broadway,NC,27505,Harnett,1979-12-21,46,1,0,2025-12-24,NULL
267,267,Lisa,Martin,Female,222-555-9604,lisam112@fakemail.com,"8324 Washington St",Garner,NC,27529,Wake,2003-09-15,22,1,1,2020-08-21,NULL
268,268,Barbara,Clark,Female,480-555-9715,barbaraclark491@notinbox.net,"26074 Birch St",Raleigh,NC,27614,Wake,1977-07-25,48,1,0,2020-10-16,NULL
269,269,Joseph,Smith,Male,473-555-6860,josephsmith40@nachomail.net,"36226 Chestnut St",Sanford,NC,27330,Lee,1996-05-18,30,1,0,2023-01-16,NULL
270,270,John,Lopez,Male,377-555-2484,lopezjohn128@fakeinbox.net,"10227 Shady Ln",Durham,NC,27701,Durham,1997-06-25,28,1,1,2019-04-18,NULL
271,271,Robert,Thomas,Male,352-555-1343,robertthomas966@fakemail.com,"36280 Magnolia Rd",Garner,NC,27529,Wake,1985-11-03,40,0,1,2021-05-06,2023-01-05
272,272,Jessica,Martin,Female,498-555-9814,jessicamartin780@nachomail.net,"58747 Oak St",Lillington,NC,27546,Harnett,1959-07-09,66,1,0,2023-01-01,NULL
273,273,William,Smith,Male,396-555-2394,wsmith91@offlinemail.com,"84622 State St",Raleigh,NC,27604,Wake,1999-08-28,26,1,0,2020-01-27,NULL
274,274,Mary,Bell,Female,327-555-5822,marybell829@fakemail.com,"85724 Jefferson St",Morrisville,NC,27560,Wake,1989-05-12,37,0,1,2020-08-28,2023-07-28
275,275,Sarah,White,Female,255-555-3341,white839@notinbox.net,"2322 Elm St",Raleigh,NC,27616,Wake,1944-03-11,82,0,0,2020-03-31,2023-09-19
276,276,Liam,Allen,Male,304-555-5080,liama676@nachomail.net,"32209 Lakeview Dr",Erwin,NC,28339,Harnett,1968-09-09,57,1,0,2023-11-09,NULL
277,277,Patricia,Lopez,Female,314-555-3277,patricial46@offlinemail.com,"46468 Shady Ln",Raleigh,NC,27607,Wake,1969-12-21,56,1,0,2021-10-15,NULL
278,278,Patricia,Lee,Female,324-555-8472,lee467@fakeinbox.net,"53991 Dogwood St",Raleigh,NC,27604,Wake,1985-08-04,40,1,0,2025-08-23,NULL
279,279,Charlotte,Adams,Female,415-555-8778,charlotteadams537@offlinemail.com,"77240 Walnut Ave",Raleigh,NC,27615,Wake,1968-01-26,58,1,0,2022-01-13,NULL
280,280,Charles,Green,Male,236-555-9622,cgreen999@fakeinbox.net,"67328 Maple Ave",Clayton,NC,27520,Johnston,1992-05-05,34,1,0,2021-07-06,NULL
281,281,Jason,Lopez,Male,234-555-7953,jasonl140@notinbox.net,"22235 Spruce Ln",Broadway,NC,27505,Harnett,1958-03-05,68,1,1,2022-06-14,NULL
282,282,Nancy,Davis,Female,271-555-9495,nancydavis963@nachomail.net,"18176 Cardinal Ave",Erwin,NC,28339,Harnett,1953-06-20,72,1,1,2021-06-10,NULL
283,283,William,Moore,Male,460-555-8530,williammoore211@nachomail.net,"73889 Church St",Dunn,NC,28334,Harnett,1942-09-01,83,0,1,2020-04-04,2022-03-09
284,284,Richard,Garcia,Male,375-555-6575,rgarcia533@offlinemail.com,"38630 Park St",Clayton,NC,27520,Johnston,1977-12-17,48,1,1,2020-12-16,NULL
285,285,William,Baker,Male,394-555-9991,williamb86@nachomail.net,"66284 Cardinal Ave",Raleigh,NC,27615,Wake,2005-08-17,20,1,1,2023-03-22,NULL
286,286,Christopher,Allen,Male,384-555-8083,allenchristopher992@fakemail.com,"35209 Spruce Ln",Raleigh,NC,27614,Wake,1981-08-07,44,0,1,2021-07-18,2025-09-12
287,287,Jennifer,White,Female,380-555-4671,jwhite614@fakemail.com,"15379 Main St",Apex,NC,27502,Wake,1941-08-03,84,0,0,2020-09-04,2023-01-13
288,288,Joseph,Moore,Male,247-555-2269,josephmoore516@offlinemail.com,"85353 Shady Ln",Sanford,NC,27330,Lee,1980-01-11,46,1,1,2021-06-26,NULL
289,289,Barbara,Green,Female,307-555-2009,barbarag664@nachomail.net,"30624 Washington St",Raleigh,NC,27607,Wake,1945-06-19,80,1,1,2022-11-20,NULL
290,290,Charles,Kelly,Male,436-555-6929,ckelly45@fakemail.com,"20471 Magnolia Rd",Raleigh,NC,27614,Wake,1997-07-05,28,0,1,2019-09-30,2022-10-31
291,291,John,Wilson,Male,274-555-5067,johnwilson257@offlinemail.com,"33851 Church St",Raleigh,NC,27606,Wake,1946-01-06,80,1,1,2023-08-12,NULL
292,292,Luna,Cooper,Female,372-555-2311,cooper780@nachomail.net,"89796 Shady Ln",Cary,NC,27511,Wake,1983-03-29,43,1,1,2020-08-28,NULL
293,293,Stephanie,Rodriguez,Female,260-555-3387,rodriguez464@notinbox.net,"71402 Pine St",Dunn,NC,28334,Harnett,1977-01-18,49,1,1,2020-09-20,NULL
294,294,Susan,Lee,Female,355-555-8634,lee99@offlinemail.com,"19212 Chestnut St",Raleigh,NC,27616,Wake,2002-08-07,23,1,1,2022-08-17,NULL
295,295,William,White,Male,301-555-7686,william318@fakemail.com,"20144 Shady Ln",Erwin,NC,28339,Harnett,1956-10-26,69,1,1,2024-09-12,NULL
296,296,Daniel,Moore,Male,273-555-7982,danielmoore949@offlinemail.com,"2416 Spruce Ln",Sanford,NC,27330,Lee,1949-10-21,76,1,1,2022-01-26,NULL
297,297,Christopher,Moore,Male,363-555-4815,moorechristopher897@notinbox.net,"26764 State St",Morrisville,NC,27560,Wake,1971-09-02,54,1,0,2024-07-11,NULL
298,298,Michael,Lee,Male,492-555-9089,leemichael658@offlinemail.com,"90530 Shady Ln",Garner,NC,27529,Wake,1976-11-30,49,1,0,2022-11-17,NULL
299,299,Thomas,Allen,Male,355-555-9150,allenthomas667@notinbox.net,"85024 Lincoln Ave",Apex,NC,27502,Wake,1989-11-21,36,1,1,2021-10-19,NULL
300,300,Elizabeth,Martin,Female,331-555-4812,martinelizabeth431@nachomail.net,"33135 Spruce Ln",Broadway,NC,27505,Harnett,1977-08-14,48,1,1,2021-05-12,NULL
