"customer_id","first_name","last_name","gender","phone_number","email","address","city","state","zipcode","county","dob","is_active","loyalty_member","date_created","date_inactive","date_updated"
"134","Richard","Adams","M","391-555-6145","adams555@fakemail.com","93864 Elm St","Raleigh","NC","27612","Wake","1984-04-11","1","1","2019-03-10 00:00:00",\N,"2026-04-21 16:32:41"
"135","Richard","Lee","M","409-555-3502","richardl51@nachomail.net","42746 Hummingbird Dr","Cary","NC","27513","Wake","1984-10-07","1","1","2026-01-21 00:00:00",\N,"2026-04-21 16:32:41"
"136","Matthew","Williams","M","486-555-6135","mwilliams453@fakemail.com","70782 Birch St","Garner","NC","27529","Wake","1983-11-23","1","0","2024-08-17 00:00:00",\N,"2026-04-21 16:32:41"
"137","Thomas","Garcia","M","285-555-9669","thomasgarcia404@offlinemail.com","52987 Lincoln Ave","Raleigh","NC","27607","Wake","1957-11-27","1","1","2025-12-21 00:00:00",\N,"2026-04-21 16:32:41"
"138","William","Anderson","M","344-555-7053","williamanderson913@fakemail.com","4512 Maple Ave","Raleigh","NC","27606","Wake","1951-02-20","0","1","2019-10-30 00:00:00","2021-10-31 00:00:00","2026-04-21 16:33:50"
"139","Luna","Lee","F","368-555-1182","luna551@offlinemail.com","9497 Church St","Clayton","NC","27520","Johnston","1985-04-30","1","1","2022-07-01 00:00:00",\N,"2026-04-21 16:33:26"
"140","Liam","James","M","487-555-4805","liamjames129@fakeinbox.net","9397 Pine St","Morrisville","NC","27560","Wake","1942-01-23","1","1","2026-03-15 00:00:00",\N,"2026-04-21 16:32:41"
"141","Christopher","Wilson","M","326-555-1150","wilson955@offlinemail.com","15560 Church St","Lillington","NC","27546","Harnett","1990-12-03","1","1","2022-09-12 00:00:00",\N,"2026-04-21 16:32:41"
"142","Charles","Hill","M","424-555-4382","hillcharles980@fakemail.com","38895 Jefferson St","Durham","NC","27701","Durham","1985-05-09","1","1","2023-02-22 00:00:00",\N,"2026-04-21 16:32:41"
"143","Christopher","James","M","397-555-2559","cjames766@fakemail.com","42258 Lakeview Dr","Raleigh","NC","27604","Wake","2003-08-08","1","0","2021-05-11 00:00:00",\N,"2026-04-21 16:32:41"
"144","Florence","Brown","F","472-555-2916","brown831@fakeinbox.net","70275 Cardinal Ave","Raleigh","NC","27604","Wake","1973-04-02","0","1","2020-05-09 00:00:00","2020-07-13 00:00:00","2026-04-21 16:33:26"
"145","Richard","Clark","M","414-555-4317","clarkrichard271@fakemail.com","9902 Jefferson St","Raleigh","NC","27607","Wake","1974-05-20","1","0","2023-03-31 00:00:00",\N,"2026-04-21 16:32:41"
"146","Andrew","Wilson","M","404-555-9659","andreww150@notinbox.net","12729 Oak St","Sanford","NC","27330","Lee","1979-08-23","1","0","2020-05-04 00:00:00",\N,"2026-04-21 16:32:41"
"147","Elizabeth","Miller","F","310-555-7128","millerelizabeth520@notinbox.net","17570 Park St","Raleigh","NC","27615","Wake","2005-09-27","1","1","2020-03-26 00:00:00",\N,"2026-04-21 16:33:26"
"148","Jessica","Hill","F","256-555-6105","jessica704@nachomail.net","3502 Chestnut St","Raleigh","NC","27612","Wake","1994-07-29","1","0","2021-02-22 00:00:00",\N,"2026-04-21 16:33:26"
"149","Patricia","Hernandez","F","412-555-6057","phernandez475@offlinemail.com","5435 Laurel Rd","Dunn","NC","28334","Harnett","1997-04-28","1","1","2026-01-08 00:00:00",\N,"2026-04-21 16:33:26"
"150","Daniel","James","M","206-555-4538","daniel408@nachomail.net","44088 Dogwood St","Garner","NC","27529","Wake","1966-01-30","1","0","2025-11-09 00:00:00",\N,"2026-04-21 16:32:41"
"151","Matthew","Johnson","M","283-555-3674","mjohnson418@offlinemail.com","26619 Circle Dr","Raleigh","NC","27604","Wake","1945-06-15","0","1","2023-04-13 00:00:00","2023-12-09 00:00:00","2026-04-21 16:32:41"
"152","Charlotte","Cooper","F","378-555-6689","charlottecooper837@offlinemail.com","60189 Shady Ln","Durham","NC","27701","Durham","1964-06-18","1","1","2020-11-24 00:00:00",\N,"2026-04-21 16:33:26"
"153","David","Hernandez","M","462-555-9223","davidh350@fakemail.com","76367 Birch St","Durham","NC","27701","Durham","1990-09-21","0","0","2021-10-16 00:00:00","2021-10-21 00:00:00","2026-04-21 16:32:41"
"154","Luna","Bell","F","315-555-8952","lunab619@fakemail.com","46175 Chestnut St","Broadway","NC","27505","Harnett","1943-12-15","1","1","2022-06-08 00:00:00",\N,"2026-04-21 16:33:26"
"155","Charlotte","Hill","F","361-555-2239","hill172@offlinemail.com","9905 Hummingbird Dr","Durham","NC","27704","Durham","1946-10-05","1","0","2024-11-14 00:00:00",\N,"2026-04-21 16:33:26"
"156","Charlotte","Taylor","F","331-555-4282","taylor301@fakeinbox.net","69346 Oak St","Cary","NC","27513","Wake","1952-06-14","1","1","2023-07-03 00:00:00",\N,"2026-04-21 16:33:26"
"157","Joseph","Taylor","M","429-555-8915","taylor237@fakeinbox.net","7942 Pine St","Raleigh","NC","27612","Wake","1993-02-04","0","1","2020-02-10 00:00:00","2022-04-27 00:00:00","2026-04-21 16:32:41"
"158","Stephanie","Cooper","F","205-555-2744","stephanie615@nachomail.net","73258 Maple Ave","Raleigh","NC","27604","Wake","1944-03-27","1","1","2022-09-21 00:00:00",\N,"2026-04-21 16:33:26"
"159","Jennifer","Jones","F","394-555-4030","jennifer947@fakemail.com","7173 Maple Ave","Cary","NC","27513","Wake","1950-09-29","1","1","2022-11-28 00:00:00",\N,"2026-04-21 16:33:26"
"160","Charlotte","Carter","F","483-555-8687","charlotte874@notinbox.net","66109 Cedar Ln","Broadway","NC","27505","Harnett","1962-10-24","0","0","2023-06-12 00:00:00","2025-08-30 00:00:00","2026-04-21 16:33:26"
"161","Charles","Brown","M","342-555-1396","brown176@fakeinbox.net","27619 Main St","Erwin","NC","28339","Harnett","1974-12-03","1","1","2020-01-10 00:00:00",\N,"2026-04-21 16:32:41"
"162","David","Green","M","209-555-3677","davidg268@offlinemail.com","19738 Central Ave","Fuquay-Varina","NC","27526","Wake","1947-10-25","1","0","2020-11-02 00:00:00",\N,"2026-04-21 16:32:41"
"163","Liam","Davis","M","316-555-4940","davisliam765@fakemail.com","38087 Chestnut St","Broadway","NC","27505","Harnett","1951-07-29","1","1","2025-02-10 00:00:00",\N,"2026-04-21 16:32:41"
"164","Christopher","Smith","M","341-555-1138","christophers641@fakemail.com","82379 Lincoln Ave","Erwin","NC","28339","Harnett","1984-01-20","1","1","2022-03-22 00:00:00",\N,"2026-04-21 16:32:41"
"165","Thomas","Smith","M","453-555-2214","thomas227@fakemail.com","53536 Pine St","Holly Springs","NC","27540","Wake","1946-04-13","1","1","2024-01-17 00:00:00",\N,"2026-04-21 16:32:41"
"166","Matthew","Brown","M","204-555-4982","matthewbrown741@offlinemail.com","62316 Elm St","Raleigh","NC","27607","Wake","1955-06-16","1","1","2020-01-07 00:00:00",\N,"2026-04-21 16:32:41"
"167","Andrew","Hernandez","M","413-555-2787","andrewhernandez598@fakemail.com","15178 Cardinal Ave","Broadway","NC","27505","Harnett","1952-03-03","1","1","2023-06-26 00:00:00",\N,"2026-04-21 16:32:41"
"168","Richard","White","M","453-555-6593","richardw635@notinbox.net","70039 Laurel Rd","Lillington","NC","27546","Harnett","1965-05-03","1","1","2023-10-29 00:00:00",\N,"2026-04-21 16:32:41"
"169","Jessica","Adams","F","426-555-5580","jessicaa672@fakeinbox.net","9725 Park St","Durham","NC","27704","Durham","1956-10-31","1","0","2022-05-25 00:00:00",\N,"2026-04-21 16:33:26"
"170","Stephanie","Anderson","F","319-555-8305","anderson635@offlinemail.com","9587 Main St","Broadway","NC","27505","Harnett","1967-05-05","1","1","2021-07-02 00:00:00",\N,"2026-04-21 16:33:26"
"171","John","Brown","M","252-555-7160","jbrown467@notinbox.net","81162 Park St","Fuquay-Varina","NC","27526","Wake","1971-12-05","1","1","2021-04-26 00:00:00",\N,"2026-04-21 16:32:41"
"172","Jennifer","Bell","F","219-555-8255","jenniferb294@offlinemail.com","22804 Maple Ave","Garner","NC","27529","Wake","1993-10-15","0","1","2023-05-09 00:00:00","2025-10-11 00:00:00","2026-04-21 16:33:26"
"173","Charlotte","James","F","428-555-3403","jamescharlotte103@nachomail.net","47003 Maple Ave","Raleigh","NC","27604","Wake","1961-06-21","1","1","2025-03-07 00:00:00",\N,"2026-04-21 16:33:26"
"174","Thomas","Jones","M","233-555-2723","thomasj403@offlinemail.com","20868 Lincoln Ave","Broadway","NC","27505","Harnett","1964-06-01","1","1","2023-02-11 00:00:00",\N,"2026-04-21 16:32:41"
"175","Michael","Brown","M","474-555-7553","brown319@notinbox.net","85144 Elm St","Angier","NC","27501","Harnett","1958-12-02","1","0","2021-01-07 00:00:00",\N,"2026-04-21 16:32:41"
"176","Charlotte","Edwards","F","375-555-8184","charlotteedwards666@nachomail.net","43996 Walnut Ave","Apex","NC","27502","Wake","1992-12-07","1","0","2024-01-11 00:00:00",\N,"2026-04-21 16:33:26"
"177","Jason","Baker","M","339-555-9797","baker54@offlinemail.com","21642 Cardinal Ave","Raleigh","NC","27612","Wake","1982-08-30","1","1","2023-07-17 00:00:00",\N,"2026-04-21 16:32:41"
"178","Florence","James","F","408-555-3103","jamesflorence833@fakeinbox.net","90884 Lakeview Dr","Holly Springs","NC","27540","Wake","1987-06-24","1","0","2019-05-06 00:00:00",\N,"2026-04-21 16:33:26"
"179","Robert","White","M","223-555-8272","white661@offlinemail.com","98714 Main St","Lillington","NC","27546","Harnett","1950-10-04","1","1","2021-08-20 00:00:00",\N,"2026-04-21 16:32:41"
"180","Charlotte","Carter","F","334-555-1207","charlottec588@nachomail.net","5546 Church St","Holly Springs","NC","27540","Wake","1966-03-27","1","1","2023-11-13 00:00:00",\N,"2026-04-21 16:33:26"
"181","Florence","Allen","F","293-555-8947","florence58@notinbox.net","15647 Pine St","Morrisville","NC","27560","Wake","1943-05-31","1","1","2020-11-19 00:00:00",\N,"2026-04-21 16:33:26"
"182","Daniel","Kelly","M","432-555-6117","kellydaniel154@nachomail.net","29492 Jefferson St","Cary","NC","27513","Wake","1954-04-14","1","1","2021-02-04 00:00:00",\N,"2026-04-21 16:32:41"
"183","Joseph","Anderson","M","203-555-1998","janderson582@nachomail.net","52429 Lincoln Ave","Raleigh","NC","27616","Wake","1996-02-21","0","1","2020-02-24 00:00:00","2025-01-06 00:00:00","2026-04-21 16:32:41"
"184","Liam","White","M","303-555-2703","liamw186@notinbox.net","74339 Hummingbird Dr","Raleigh","NC","27614","Wake","1962-12-22","0","1","2026-03-26 00:00:00","2026-04-05 00:00:00","2026-04-21 16:32:41"
"185","Liam","Adams","M","337-555-8742","liam794@nachomail.net","70041 Chestnut St","Morrisville","NC","27560","Wake","1974-07-12","1","0","2020-11-18 00:00:00",\N,"2026-04-21 16:32:41"
"186","Nancy","Jones","F","428-555-7278","nancyjones523@fakeinbox.net","19279 State St","Clayton","NC","27520","Johnston","1977-12-12","1","1","2025-11-15 00:00:00",\N,"2026-04-21 16:33:26"
"187","Joseph","Green","M","228-555-5109","josephg905@fakemail.com","11247 Church St","Morrisville","NC","27560","Wake","1982-02-06","0","0","2022-08-17 00:00:00","2022-10-20 00:00:00","2026-04-21 16:32:41"
"188","Randy","Hernandez","M","394-555-7370","rhernandez920@fakeinbox.net","62025 Park St","Garner","NC","27529","Wake","1950-03-31","1","1","2025-08-19 00:00:00",\N,"2026-04-21 16:32:41"
"189","Richard","Lee","M","386-555-6709","lee664@offlinemail.com","95657 Laurel Rd","Durham","NC","27701","Durham","1994-08-15","1","0","2024-03-01 00:00:00",\N,"2026-04-21 16:32:41"
"190","Joseph","Williams","M","250-555-8886","williams102@fakeinbox.net","27407 Laurel Rd","Erwin","NC","28339","Harnett","1992-09-03","1","0","2024-12-06 00:00:00",\N,"2026-04-21 16:32:41"
"191","William","Smith","M","379-555-8570","smith582@notinbox.net","23518 Cedar Ln","Erwin","NC","28339","Harnett","1987-06-03","1","1","2025-11-18 00:00:00",\N,"2026-04-21 16:33:50"
"192","Susan","Taylor","F","253-555-9836","staylor221@fakeinbox.net","60712 Central Ave","Angier","NC","27501","Harnett","1972-03-20","1","0","2021-01-27 00:00:00",\N,"2026-04-21 16:33:26"
"193","James","Bell","M","349-555-3672","jamesb756@offlinemail.com","15178 Hummingbird Dr","Morrisville","NC","27560","Wake","1962-11-07","1","1","2023-04-09 00:00:00",\N,"2026-04-21 16:32:41"
"194","Luna","Martinez","F","292-555-1727","luna628@nachomail.net","24065 Birch St","Raleigh","NC","27616","Wake","1987-12-07","1","1","2019-07-28 00:00:00",\N,"2026-04-21 16:33:26"
"195","Joseph","Baker","M","370-555-1399","bakerjoseph929@offlinemail.com","68684 Lincoln Ave","Sanford","NC","27330","Lee","1994-11-19","1","0","2023-08-05 00:00:00",\N,"2026-04-21 16:32:41"
"196","Luna","Hernandez","F","287-555-2407","lunahernandez374@notinbox.net","94644 Shady Ln","Clayton","NC","27520","Johnston","1987-02-08","1","1","2025-09-12 00:00:00",\N,"2026-04-21 16:33:26"
"197","Jennifer","Johnson","F","435-555-1896","johnson669@notinbox.net","21849 Walnut Ave","Sanford","NC","27330","Lee","1984-07-29","1","0","2024-03-01 00:00:00",\N,"2026-04-21 16:33:26"
"198","Florence","Brown","F","200-555-1662","florence458@nachomail.net","50733 Circle Dr","Angier","NC","27501","Harnett","2003-08-03","1","0","2024-09-22 00:00:00",\N,"2026-04-21 16:33:26"
"199","Elizabeth","Davis","F","298-555-3959","davis279@fakeinbox.net","69039 Laurel Rd","Durham","NC","27704","Durham","1940-09-24","0","1","2022-09-15 00:00:00","2025-07-05 00:00:00","2026-04-21 16:33:26"
"200","Luna","Baker","F","474-555-4134","lunab984@nachomail.net","10139 Magnolia Rd","Angier","NC","27501","Harnett","1962-10-14","1","0","2023-11-18 00:00:00",\N,"2026-04-21 16:33:26"
"201","Robert","Martin","M","482-555-3303","robert717@offlinemail.com","3735 Park St","Sanford","NC","27330","Lee","2004-12-04","1","0","2025-10-20 00:00:00",\N,"2026-04-21 16:32:41"
"202","Randy","Jones","M","411-555-2913","rjones3@fakemail.com","62000 Church St","Cary","NC","27511","Wake","1954-05-10","1","1","2023-10-27 00:00:00",\N,"2026-04-21 16:32:41"
"203","Luna","Williams","F","412-555-4434","williamsluna140@notinbox.net","18488 Dogwood St","Durham","NC","27701","Durham","2004-04-29","1","0","2022-09-10 00:00:00",\N,"2026-04-21 16:33:26"
"204","Luna","Rodriguez","F","401-555-9931","lunar479@nachomail.net","91388 Laurel Rd","Apex","NC","27502","Wake","2005-01-19","1","1","2022-12-31 00:00:00",\N,"2026-04-21 16:33:26"
"205","Jessica","Taylor","F","217-555-7244","taylorjessica409@nachomail.net","81031 Circle Dr","Raleigh","NC","27606","Wake","2003-02-28","0","1","2019-05-18 00:00:00","2024-09-09 00:00:00","2026-04-21 16:33:26"
"206","Stephanie","Rodriguez","F","394-555-6845","stephanierodriguez856@nachomail.net","89580 Maple Ave","Raleigh","NC","27614","Wake","1971-12-30","1","0","2022-06-27 00:00:00",\N,"2026-04-21 16:33:26"
"207","Patricia","Bell","F","403-555-2374","patriciab780@notinbox.net","28978 Park St","Cary","NC","27513","Wake","1949-08-22","1","1","2024-03-25 00:00:00",\N,"2026-04-21 16:33:26"
"208","Luna","Thomas","F","465-555-2305","lunathomas854@fakeinbox.net","12917 Park St","Apex","NC","27502","Wake","1940-09-09","1","0","2020-02-21 00:00:00",\N,"2026-04-21 16:33:26"
"209","William","Hill","M","357-555-8538","williamhill359@offlinemail.com","52791 Elm St","Garner","NC","27529","Wake","1987-10-15","1","0","2023-07-23 00:00:00",\N,"2026-04-21 16:33:50"
"210","Florence","Cooper","F","305-555-8276","florencecooper320@nachomail.net","59909 State St","Raleigh","NC","27615","Wake","1964-05-19","1","0","2023-10-27 00:00:00",\N,"2026-04-21 16:33:26"
"211","Nancy","Hill","F","481-555-8537","nancy285@fakemail.com","4769 Park St","Durham","NC","27701","Durham","1946-08-23","0","0","2024-04-19 00:00:00","2025-04-15 00:00:00","2026-04-21 16:33:26"
"212","Thomas","Wilson","M","366-555-8776","thomasw875@nachomail.net","60050 Chestnut St","Durham","NC","27704","Durham","1953-09-20","0","1","2022-07-22 00:00:00","2023-03-20 00:00:00","2026-04-21 16:32:41"
"213","Charles","Kelly","M","298-555-6818","charlesk775@nachomail.net","67583 Birch St","Erwin","NC","28339","Harnett","1945-09-13","1","1","2023-03-23 00:00:00",\N,"2026-04-21 16:32:41"
"214","Michael","Moore","M","463-555-5252","michael227@fakeinbox.net","89546 Spruce Ln","Fuquay-Varina","NC","27526","Wake","1962-08-15","1","1","2021-09-26 00:00:00",\N,"2026-04-21 16:32:41"
"215","James","Edwards","M","314-555-5821","jamese444@fakemail.com","66367 Pine St","Lillington","NC","27546","Harnett","1989-12-09","1","0","2020-01-01 00:00:00",\N,"2026-04-21 16:32:41"
"216","Andrew","Davis","M","377-555-7782","andrewdavis648@fakemail.com","55408 Central Ave","Raleigh","NC","27614","Wake","1950-06-29","1","1","2023-01-25 00:00:00",\N,"2026-04-21 16:32:41"
"217","Sarah","Bell","F","278-555-2274","sbell527@nachomail.net","92302 Birch St","Apex","NC","27502","Wake","1973-02-19","1","1","2021-10-16 00:00:00",\N,"2026-04-21 16:33:26"
"218","Sarah","Green","F","200-555-3190","sarah49@notinbox.net","48239 Circle Dr","Durham","NC","27701","Durham","1954-06-27","1","0","2020-10-02 00:00:00",\N,"2026-04-21 16:33:26"
"219","Susan","Cooper","F","284-555-8895","susanc441@nachomail.net","26178 Circle Dr","Fuquay-Varina","NC","27526","Wake","2001-01-24","0","0","2020-11-13 00:00:00","2022-12-28 00:00:00","2026-04-21 16:33:26"
"220","Charlotte","Clark","F","360-555-7510","cclark292@notinbox.net","78490 Walnut Ave","Raleigh","NC","27607","Wake","1979-06-09","1","1","2022-12-14 00:00:00",\N,"2026-04-21 16:33:26"
"221","Christopher","Martin","M","277-555-6058","christopher190@fakemail.com","79570 Pine St","Broadway","NC","27505","Harnett","1972-04-21","1","1","2023-01-19 00:00:00",\N,"2026-04-21 16:32:41"
"222","Matthew","Wilson","M","473-555-6437","matthewwilson168@nachomail.net","3807 Cardinal Ave","Durham","NC","27701","Durham","1967-03-18","1","1","2020-02-13 00:00:00",\N,"2026-04-21 16:32:41"
"223","Stephanie","Lee","F","351-555-2546","stephanielee312@notinbox.net","81128 Laurel Rd","Raleigh","NC","27614","Wake","1976-03-07","1","1","2019-09-16 00:00:00",\N,"2026-04-21 16:33:26"
"224","Patricia","Miller","F","270-555-8247","miller956@nachomail.net","49592 Jefferson St","Holly Springs","NC","27540","Wake","2005-11-11","1","0","2019-03-09 00:00:00",\N,"2026-04-21 16:33:26"
"225","Susan","Hernandez","F","484-555-7760","susanhernandez250@offlinemail.com","57303 Elm St","Dunn","NC","28334","Harnett","1955-02-13","1","1","2025-01-25 00:00:00",\N,"2026-04-21 16:33:26"
"226","Daniel","Johnson","M","234-555-2815","danieljohnson789@notinbox.net","9201 Pine St","Lillington","NC","27546","Harnett","1980-10-09","1","1","2019-09-11 00:00:00",\N,"2026-04-21 16:32:41"
"227","Stephanie","Bell","F","360-555-7584","stephanie363@offlinemail.com","64780 Spruce Ln","Raleigh","NC","27606","Wake","1995-07-16","1","1","2026-01-30 00:00:00",\N,"2026-04-21 16:33:26"
"228","Thomas","Moore","M","347-555-7829","thomas660@fakeinbox.net","72552 Cardinal Ave","Raleigh","NC","27606","Wake","1981-11-16","1","0","2023-03-29 00:00:00",\N,"2026-04-21 16:32:41"
"229","Robert","Lee","M","419-555-5313","leerobert689@fakeinbox.net","270 State St","Sanford","NC","27330","Lee","1941-04-27","1","1","2026-03-22 00:00:00",\N,"2026-04-21 16:32:41"
"230","Liam","Anderson","M","491-555-6077","liam228@offlinemail.com","10841 Elm St","Dunn","NC","28334","Harnett","2003-05-07","1","1","2020-07-28 00:00:00",\N,"2026-04-21 16:32:41"
"231","Matthew","Taylor","M","490-555-1637","matthewtaylor783@offlinemail.com","50527 Birch St","Raleigh","NC","27614","Wake","1954-04-18","1","1","2019-09-25 00:00:00",\N,"2026-04-21 16:32:41"
"232","Thomas","White","M","370-555-3374","thomas809@offlinemail.com","14773 Lakeview Dr","Clayton","NC","27520","Johnston","1991-03-05","1","0","2025-03-20 00:00:00",\N,"2026-04-21 16:32:41"
"233","Sarah","Cooper","F","289-555-5825","scooper162@fakeinbox.net","64774 Walnut Ave","Raleigh","NC","27607","Wake","1947-02-11","0","0","2024-12-13 00:00:00","2025-07-11 00:00:00","2026-04-21 16:33:26"
"234","Nancy","Miller","F","366-555-2353","nmiller391@offlinemail.com","34435 Circle Dr","Raleigh","NC","27612","Wake","1960-02-21","1","0","2021-02-26 00:00:00",\N,"2026-04-21 16:33:26"
"235","Jennifer","Wilson","F","405-555-4137","wilsonjennifer533@fakeinbox.net","89461 Magnolia Rd","Durham","NC","27701","Durham","1993-05-29","1","1","2023-02-08 00:00:00",\N,"2026-04-21 16:33:26"
"236","John","Smith","M","339-555-8981","smithjohn453@fakeinbox.net","45186 Chestnut St","Erwin","NC","28339","Harnett","1940-05-29","0","1","2021-04-30 00:00:00","2026-02-16 00:00:00","2026-04-21 16:32:41"
"237","William","Johnson","M","296-555-5850","johnsonwilliam665@fakeinbox.net","78804 Lincoln Ave","Raleigh","NC","27614","Wake","1950-03-19","1","1","2026-01-19 00:00:00",\N,"2026-04-21 16:33:50"
"238","Nancy","Brown","F","339-555-5668","nancybrown428@fakemail.com","24145 State St","Fuquay-Varina","NC","27526","Wake","1967-12-14","1","1","2019-05-13 00:00:00",\N,"2026-04-21 16:33:26"
"239","William","Martinez","M","403-555-8714","martinezwilliam428@nachomail.net","3408 Jefferson St","Raleigh","NC","27616","Wake","1975-12-21","1","1","2021-06-21 00:00:00",\N,"2026-04-21 16:33:50"
"240","Barbara","Hill","F","213-555-9214","barbarah195@notinbox.net","31921 Central Ave","Raleigh","NC","27607","Wake","1956-06-28","1","1","2022-12-29 00:00:00",\N,"2026-04-21 16:33:26"
"241","Thomas","Taylor","M","319-555-1588","ttaylor55@offlinemail.com","30023 Birch St","Cary","NC","27511","Wake","1989-03-20","1","1","2024-04-12 00:00:00",\N,"2026-04-21 16:32:41"
"242","Susan","Wilson","F","379-555-2181","wilson23@notinbox.net","5822 Lincoln Ave","Raleigh","NC","27614","Wake","1958-03-18","0","1","2020-01-23 00:00:00","2023-07-04 00:00:00","2026-04-21 16:33:26"
"243","Stephanie","Hernandez","F","398-555-8114","stephanieh328@fakemail.com","50234 Central Ave","Clayton","NC","27520","Johnston","1953-06-21","1","0","2024-04-24 00:00:00",\N,"2026-04-21 16:33:26"
"244","Patricia","Taylor","F","471-555-5979","patriciat349@fakeinbox.net","95454 Circle Dr","Durham","NC","27704","Durham","1963-01-07","1","1","2024-02-24 00:00:00",\N,"2026-04-21 16:33:26"
"245","Jennifer","Garcia","F","317-555-1365","jennifergarcia807@offlinemail.com","24686 Lincoln Ave","Sanford","NC","27330","Lee","1986-06-27","0","1","2024-07-31 00:00:00","2026-01-19 00:00:00","2026-04-21 16:33:26"
"246","Elizabeth","Hernandez","F","417-555-3444","elizabethhernandez826@notinbox.net","94201 Jefferson St","Raleigh","NC","27606","Wake","1966-09-29","0","1","2021-11-30 00:00:00","2024-10-02 00:00:00","2026-04-21 16:33:26"
"247","Randy","Hernandez","M","430-555-3917","randy132@offlinemail.com","33333 Lincoln Ave","Morrisville","NC","27560","Wake","1956-09-11","1","1","2019-02-10 00:00:00",\N,"2026-04-21 16:32:41"
"248","Patricia","Cooper","F","300-555-8177","patriciacooper89@nachomail.net","77557 Chestnut St","Sanford","NC","27330","Lee","1984-07-15","1","1","2020-10-05 00:00:00",\N,"2026-04-21 16:33:26"
"249","John","Green","M","358-555-5121","greenjohn591@nachomail.net","27727 Cedar Ln","Angier","NC","27501","Harnett","1979-07-10","0","1","2024-02-05 00:00:00","2025-07-18 00:00:00","2026-04-21 16:32:41"
"250","Elizabeth","Martinez","F","389-555-7636","martinez280@fakeinbox.net","64937 Cardinal Ave","Cary","NC","27513","Wake","1980-07-21","0","0","2021-03-11 00:00:00","2022-12-30 00:00:00","2026-04-21 16:33:26"
"251","Matthew","Hill","M","466-555-9515","hill106@fakeinbox.net","96588 Washington St","Durham","NC","27701","Durham","1984-05-11","1","1","2026-02-24 00:00:00",\N,"2026-04-21 16:32:41"
"252","Andrew","Williams","M","251-555-2079","awilliams327@fakeinbox.net","46827 Walnut Ave","Angier","NC","27501","Harnett","1983-10-16","1","1","2023-07-29 00:00:00",\N,"2026-04-21 16:32:41"
"253","Jason","Hill","M","332-555-3526","jasonh536@fakeinbox.net","98960 Pine St","Garner","NC","27529","Wake","1977-05-09","0","1","2021-12-07 00:00:00","2025-05-16 00:00:00","2026-04-21 16:32:41"
"254","Robert","White","M","258-555-7531","robert342@notinbox.net","35832 State St","Morrisville","NC","27560","Wake","1960-03-17","1","0","2019-09-01 00:00:00",\N,"2026-04-21 16:32:41"
"255","Jessica","Rodriguez","F","269-555-7569","jessicarodriguez61@nachomail.net","39103 Main St","Raleigh","NC","27612","Wake","1963-08-22","0","1","2019-10-29 00:00:00","2025-07-20 00:00:00","2026-04-21 16:33:26"
"256","Robert","Baker","M","457-555-5128","robertb589@nachomail.net","21646 Dogwood St","Raleigh","NC","27606","Wake","1972-05-11","1","0","2019-07-25 00:00:00",\N,"2026-04-21 16:32:41"
"257","Richard","Clark","M","322-555-8802","richard120@fakeinbox.net","83594 Church St","Raleigh","NC","27614","Wake","2000-11-05","1","0","2024-08-17 00:00:00",\N,"2026-04-21 16:32:41"
"258","Luna","Williams","F","343-555-9864","williams465@fakemail.com","21441 Washington St","Raleigh","NC","27606","Wake","2005-03-03","1","1","2023-08-21 00:00:00",\N,"2026-04-21 16:33:26"
"259","Randy","Allen","M","281-555-9928","rallen233@nachomail.net","26855 Maple Ave","Erwin","NC","28339","Harnett","1996-10-01","1","1","2025-04-19 00:00:00",\N,"2026-04-21 16:32:41"
"260","Charlotte","Lee","F","499-555-5413","lee145@fakemail.com","22018 Church St","Raleigh","NC","27614","Wake","1957-08-11","0","1","2021-08-03 00:00:00","2021-11-17 00:00:00","2026-04-21 16:33:26"
"261","Liam","Baker","M","475-555-2020","bakerliam221@offlinemail.com","95746 Cedar Ln","Raleigh","NC","27601","Wake","1983-08-14","1","1","2022-07-11 00:00:00",\N,"2026-04-21 16:32:41"
"262","Thomas","Thomas","M","290-555-8247","thomasthomas952@nachomail.net","47473 Pine St","Erwin","NC","28339","Harnett","2002-02-03","0","1","2022-03-12 00:00:00","2024-11-05 00:00:00","2026-04-21 16:32:41"
"263","Robert","Johnson","M","309-555-9896","johnson768@notinbox.net","99999 Chestnut St","Garner","NC","27529","Wake","1976-11-28","0","1","2019-12-07 00:00:00","2020-04-16 00:00:00","2026-04-21 16:32:41"
"264","Liam","Kelly","M","329-555-9388","kellyliam379@offlinemail.com","40879 Lakeview Dr","Garner","NC","27529","Wake","1998-02-03","1","0","2023-01-11 00:00:00",\N,"2026-04-21 16:32:41"
"265","Jessica","Davis","F","431-555-3519","davis25@fakeinbox.net","2197 Park St","Lillington","NC","27546","Harnett","1972-11-05","1","1","2022-10-25 00:00:00",\N,"2026-04-21 16:33:26"
"266","Thomas","Moore","M","228-555-5727","thomas261@fakemail.com","30789 Walnut Ave","Broadway","NC","27505","Harnett","1979-12-21","1","0","2025-12-24 00:00:00",\N,"2026-04-21 16:32:41"
"267","Lisa","Martin","F","222-555-9604","lisam112@fakemail.com","8324 Washington St","Garner","NC","27529","Wake","2003-09-15","1","1","2020-08-21 00:00:00",\N,"2026-04-21 16:33:26"
